created_at,lt,lb,kt,km,garasi,carport,lokasi,sertifikat,listrik,hadap,harga,url,deskripsi,kota
2023-09-19,1100,2000,6,5,1,9,Jakarta Utara ,SHM,19000.0,,70000000000,https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-pik-oleh-visi-lee-19875053,,Jakarta
2023-09-19,224,345,4,4,1,2,Jakarta Selatan,SHM,16500.0,,9500000000,https://www.rumah.com/listing-properti/dijual-rumah-desain-kontepore-bagus-semi-furnish-di-ampera-jakarta-selatan-oleh-amma-hudayah-22105610,"Dapur
Fasilitas :
Kolam renang, taman, AC, kompor,oven,
microwGVe
",Jakarta
2023-09-19,230,320,5,5,2,2,Jakarta Barat,SHM,,,11500000000,https://www.rumah.com/listing-properti/dijual-permata-buana-oleh-frisca-22166647,"Cluster aman banjir - Cluster Favorit
2 Lantai Desain Plong
Sirkulasi udara sangat bagus
",Jakarta
2023-09-19,43,160,3,3,1,0,Jakarta Barat,SHM,4400.0,Timur,2140000000,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-kebon-jeruk-jakarta-barat-minimalis-siap-huni-bisa-kpr-j-17522-oleh-astried-22155936,"Rumah siap huni lokasi strategis, dekat dengan fasilitas pendidikan, kesehatan, pusat perbelanjaan, dan akses transportasi.
",Jakarta
2023-09-19,85,150,3,3,1,0,Jakarta Selatan,SHM,2200.0,,2200000000,https://www.rumah.com/listing-properti/dijual-tebet-oleh-abdurrahman-siddiq-21085904,"Dijual rumah di JL Kebon Baru dekat Asem Baris Raya Tebet ( Lingkungan dikelilingi rumah2 Bagus )

- LUAS BANGUNAN 150 M2 ( Kokoh dan Siap Huni )
- LOKASI 100 % BEBAS BANJIR ( titik paling tinggi di area tsb )
- AKSES LEBAR ( 2 mobil dapat berpapasan dengan mudah )
- DEKAT CBD MT HARYONO
",Jakarta
2023-09-19,90,210,5,4,1,0,Jakarta Selatan,SHM,2200.0,,3500000000,https://www.rumah.com/listing-properti/dijual-tebet-oleh-abdurrahman-siddiq-21479623,Spesifikasi,Jakarta
2023-09-19,240,302,4,3,1,0,Jakarta Barat,SHM,4400.0,,6500000000,https://www.rumah.com/listing-properti/dijual-taman-kedoya-baru-residence-oleh-yulie-liu-22156530,Rumah layak huni dengan lantai marmer dan tangga jati.,Jakarta
2023-09-19,129,100,3,2,0,1,Jakarta Selatan,SHM,3500.0,,3300000000,https://www.rumah.com/listing-properti/dijual-rumah-dijual-desain-minimalis-lt-129-di-cipete-jakarta-selatan-oleh-marina-evalisa-22197028,"Rumah mungil siap huni lokasi strategis di dalam kompleks Fav Area Cipete, Jakarta Selatan.
Jalan Lebar 2 mobil
",Jakarta
2023-09-19,601,325,6,5,2,2,Jakarta Pusat,SHGB,2200.0,,12500000000,https://www.rumah.com/listing-properti/dijual-cempaka-putih-raya-dibawah-njop-oleh-abdurrahman-siddiq-21188071,"Di Jalan Utama, Cocok Untuk Bisnis Anda
- Budget Hotel
- Kost Exclusive
- Kantor Perusahaan
- Restaurant or Cafe
- Ruko or Mini Building dll
",Jakarta
2023-09-19,102,260,5,5,1,1,Jakarta Utara ,SHM,5500.0,,5500000000,https://www.rumah.com/listing-properti/dijual-rumah-sunter-brand-new-di-kompleks-ok-oleh-yuli-21988760,"# Dijual Rumah Brand New#
Di Kompleks Ok
",Jakarta
2023-09-19,380,550,5,5,0,3,Jakarta Selatan,SHM,16000.0,Utara,6900000000,https://www.rumah.com/listing-properti/dijual-for-sale-rumah-villa-bali-style-cirendeu-dekat-lebak-bulus-jakarta-selatan-oleh-donny-baheramsyah-22191003,"For sale rumah tropical villa style cirendeu dekat lebak bulus jaksel
CIRENDEU - [FOR SALE]: TROPICAL HOME OFFICE, BANGUNAN 2 LANTAI, AKSES DEKAT KE LEBAK BULUS.
",Jakarta
2023-09-19,350,438,5,5,0,2,Jakarta Utara ,Lainnya,4400.0,,16500000000,https://www.rumah.com/listing-properti/dijual-rumah-pik-golf-island-oleh-denny-tirtha-21928337#location,*Rumah PIK Golf Island*,Jakarta
2023-09-20,50,100,3,1,0,0,Jakarta Utara ,SHM,1300.0,,450000000,https://www.pinhome.id/dijual/rumah-sekunder/unit/dijual-rumah-2lantai-akses-motor-siap-huni-di-pademangan-timur,"RUMAH 2LANTAI AKSES MOTOR SIAP HUNI PADEMANGAN TIMUR Dekat ke mangga dua, Ancol, Kemayoran",Jakarta
2023-09-20,106,126,4,3,0,1,Jakarta Utara ,SHM,2200.0,Timur,2500000000,https://www.pinhome.id/dijual/rumah-sekunder/unit/dijual-rumah-2-lantai-di-gading-cipta-residence-kelapa-gading-jakarta-utara-jakarta,"Rumah 2 Lantai Hunian aman, nyaman dan asri Lokasi strategis Dekat ke Pusat Kuliner, Perbelanjaan, Perbankan, Mall Dekat toll Kelapa Gading, Sunter, Cempaka Putih",Jakarta
2023-09-20,200,300,5,3,1,2,Jakarta Utara ,SHM,3900.0,,6700000000,https://www.pinhome.id/dijual/rumah-sekunder/unit/dijual-rumah-muara-karang-di-pluit-barat,Dijual Rumah Muara Karang di Pluit Barat Full furniture 2 floor 2 packing space,Jakarta
2023-09-21,160,230,4,3,0,1,Jakarta Utara ,Lainnya,4400.0,Barat Daya,6900000000,https://www.rumah123.com/properti/jakarta-utara/hos12759888/#,"Pik Golf Island @ Harmony Golf  8x20 Pine, 2lt, Full renov Interior American White",Jakarta
2023-09-21,105,140,4,3,0,1,Jakarta Timur,SHM,3500.0,,3870000000,https://www.rumah123.com/properti/jakarta-timur/hos14850122/,"Vastu Garden City adalah klaster terbaru persembahan Jakarta Garden City dengan konsep modern luxury, dengan menghadrikan bangunan 3 lantai.",Jakarta
2023-09-21,48,108,3,3,0,1,Jakarta Barat,SHM,2200.0,Selatan,1500000000,https://www.rumah123.com/properti/jakarta-barat/hos14287929/#,"Wilson Rumah bebas banjir di duri kepa, Bangunan full bata merah",Jakarta
2023-09-21,109,92,3,2,0,2,Jakarta Selatan,SHM,2200.0,,1520000000,https://www.rumah123.com/properti/jakarta-selatan/hos13118901/,Rumah siap huni 10 menit dari MRT Lebak Bulus di Cirendeu,Jakarta
2023-09-21,41,60,2,2,1,1,Jakarta Pusat,SHM,2200.0,,880000000,https://www.rumah123.com/properti/jakarta-pusat/hos14736972/#,Rumah Cluster Murah dengan Desain Modern yang sangat Strategis dan Aman bebas banjir,Jakarta
2023-09-21,45,90,3,3,1,1,Jakarta Barat,SHM,2200.0,Barat,1390000000,https://www.rumah123.com/properti/jakarta-barat/hos14120979/,,Jakarta
2023-09-21,108,216,3,3,0,2,Jakarta Barat,SHM,3300.0,,3200000000,https://www.rumah123.com/properti/jakarta-barat/hos11029460/,"lokasi blok favorite yg bebas banjir
jalanan 3 mbl dan udh cor
bangunan udh tinggi 1 m lbh dari jalan
akses mudah kemana saja",Jakarta
2023-09-21,120,160,4,4,1,3,Jakarta Barat,SHM,5500.0,,3500000000,https://www.rumah123.com/properti/jakarta-barat/hos14856818/,"Luas tanah : 120 m / 8x15
Luas bangunan : 160 m / 2 lt",Jakarta
2023-09-21,450,600,5,5,2,4,Jakarta Barat,SHM,10600.0,Timur,10800000000,https://www.rumah123.com/properti/jakarta-barat/hos11128485/,"Dijual rumah di Puri Indah, Jakarta Barat.
Kondisi rumah sangat terawat, dengan lantai marmer.
Luas tanah 450 (15x30)
Hadap Timur.
Lokasi BEBAS BANJIR",Jakarta
2023-09-21,140,250,4,3,0,1,Jakarta Barat,SHM,5500.0,Selatan,4500000000,https://www.rumah123.com/properti/jakarta-barat/hos11128498/,"Dijual rumah di Puri Indah, Jakarta Barat.
Rumah rapih, siap huni.
2.5 lantai

Informasi lebih lanjut,
hubungi nomor telepon yg tertera",Jakarta
2023-09-21,90,130,3,3,0,1,Jakarta Barat,SHM,4400.0,Utara,2570000000,https://www.rumah123.com/properti/jakarta-barat/hos14853104/,"DiJual Cepat :
Rumah Di Green Lake City
Cluster : Europe
Ukuran : 6x15m2
Luas Bangunan : 130m2
2 Lantai
Kamar Tidur : 3+1
Kamar Mandi : 3+1
Listrik : 4400 Watt
Air : WTP
Hadap : Utara
Sertifikat : SHM
Semi Furnished

Harga : 2,570M Nego",Jakarta
2023-09-21,103,123,4,2,2,0,Jakarta Timur,SHM,2200.0,,1650000000,https://www.rumah.com/listing-properti/dijual-dijual-rumah-dua-lantai-bebas-banjir-duren-sawit-jakarta-timur-oleh-nunung-20571147,"Pintu masuk one gate system dan bebas banjir
Lokasi diatas lapangan
bebas banjir
Komplek tenang
Ada taman bermain
Lapangan bola di sebrang rumah
Pintu masuk komplek one gate system


Dekat dengan :
MCD
Burger King
KFC
Plaza Buaran
RS duren Sawit
Kampus Darma persada.
Stasiun kereta Api Buaran klender.
Pasar tradisional.
Tol becak kayu (10 menit)

Spec Rumah
Listrik 2200 watt
SHM
3 +1 kamar tidur
2 Kamar Mandi
Luas Bangunan 123 m2
Luas Tanah 103 m2
Air pam
Carport
Atap baru ganti rangka baja",Jakarta
2023-09-21,135,124,3,3,0,1,Jakarta Timur,SHGB,2200.0,Timur,2350000000,https://www.rumah.com/listing-properti/dijual-dijual-rumah-2-lantai-jakarta-garden-city-jakarta-oleh-nunung-21090432,"Jakarta Garden city adalah perumahan yang dikembangkan PT Moderland Realty Tbk berlokasi di Jakarta dengan lahan seluas 6.7 Ha

Rumah ini berlokasi di Cluster Alamanda dengan view taman",Jakarta
2023-09-21,750,444,4,4,6,0,Jakarta Timur,SHM,6600.0,,14900000000,https://www.rumah.com/listing-properti/dijual-perumahan-pondok-kelapa-indah-billy-moon-jakarta-timur-oleh-wijaya-21714592,"Jual rumah cantik dan asri ada kolam renang di Pondok Kelapa Indah (Billy & Moon), Lokasi bagus dan sangat strategis, berdekatan dengan tol Cikampek, sekolah tarakanita, depo bangunan, tomang supermarket, SPBU kalimalang, bank BCA, BNi 46, stasiun commuter buaran dll.
",Jakarta
2023-09-21,356,500,5,4,0,2,Jakarta Timur,SHM,7700.0,,7300000000,https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-500-meter-cipinang-cempedak-jatinegara-oleh-vivi-fredy-21567862,"Dijual Rumah Siap Huni 500 Meter Cipinang Cempedak, Jakarta Timur
",Jakarta
2023-09-21,153,130,4,3,0,2,Jakarta Timur,SHM,2200.0,,1600000000,https://www.rumah123.com/properti/jakarta-timur/hos14859059/,"Spesifikasi :
Type Property : Cluster
Area Property : Legenda Wisata - Cibubur
Rumah 2 Lantai
Luas Tanah : 153
Luas Bangunan : 130
Kamar Tidur : 4+1
Kamar Mandi : 3+1
Carport : 2 Mobil
Listrik : 2.200 Watt
Akses Jalan Lebar 2 Mobil
Sumber Air : Jetpump
SHM - IMB

Selling Point :
One Gate System
5 Menit Pintu Tol Jatikarya, Cibitung
5 Menit Ke Mall Ciputra
Dekat Sentral Kuliner & Bisnis
Dekat Sekolah Swasta & Negeri
Bebas Banjir

Harga : 1,6M Nego",Jakarta
2021-12-08,71,43,2,1,0,1,Kabupaten Bekasi,SHM,1300.0,,550000000,Rumah murah di metland cibitung bekasi - Dijual: Rumah & Apartemen - 840087312 (olx.co.id),"Selangkah ke stasiun krl telaga murni, Dekat dengan kawasan industri mm 2100, gobel, jababeka, ejip dan tol baru yaitu toll jorr 2 cilincing dan cimanggis,segera dibangun mall di dalam kawasan metland cibitung, dekat dengan rs. hermina yang berada di dalam kawasan metland cibitung, sistem keamanan 24 jam cctv, air bersih dan kencang wtp aetra, listrik token 1300watt, dan di kelola oleh badan pengelola lingkungan bpl kebersihan terpadu",Bekasi
2021-12-08,59,60,2,1,0,1,Kabupaten Bekasi,SHM,,,440000000,Rumah dijual di Griya gandasari cibitung - Dijual: Rumah & Apartemen - 840088652 (olx.co.id),"Rumah sangat nyaman,dan terbukti bebas banjir, Lokasi perumahan juga sangat strategis. keamanan 24 jam (akses keluar masuk satu pintu), lokasi sangat strategis karna dekat dengan Jl. raya Pantura, Ramayana, Minimarket, Kawasan Industri, Toll Cibitung, Pasar tradisional.",Bekasi
2021-12-08,124,95,2,1,0,1,Kabupaten Bekasi,SHM,,,699000000,Jual cepat rumah huuk di metland cibitung bekasi - Dijual: Rumah & Apartemen - 840592462 (olx.co.id),"Bebas banjir, Carport dan tanah luas ada taman nya ,tempat sejuk, Pasilitas di Metland Cibitung, Deket dengan stasiun, Deket dengan Rumah sakit, Deket dengan sekolah TK SMP ,SMA , waaaaooooo bget fasilitas nya, TDK harus pergi jauh cari sekolah,  Deket dengan pertokoan juga ,,,seru dan pas bsnget kl punya rmh di Metland Cibitung , penasaran kan jgn LP wa yaaa di tunggu, INFO LEBIH LANJUT HUBUNGI",Bekasi
2021-12-08,144,100,2,1,0,1,Kabupaten Bekasi,SHM,2200.0,Selatan,1350000000,https://www.realoka.com/216243-rumah-rapi-siap-huni-cluster-aralia-perumahan-harapan-indah-bekasi,"(Harapan Indah) Cluster Aralia Kota Harapan Indah, Desa Pusaka Rakyat, Kecamatan Tarumajaya, Kabupaten Bekasi 17214
Harga jual : Rp. 1.350.000.000,- Nego
Sertifikat Hak Milik
Luas tanah: 144 m2 (8x18 meter); Luas bangunan: 100 m2; Jumlah lantai: 1 lantai
Kamar tidur: 2+1 kamar tidur; Kamar mandi: 1+1 kamar mandi; Carport: 1 mobil; Listrik: 2200 watt; Sumber air: PDAM; Bangunan menghadap: Selatan
~ Bangunan Rumah rapi dan siap huni
~ Lingkungan nyaman dan aman
~ Jalan depan rumah lebar bisa 3 mobil
~ Cluster One Gate System, kemanan 24 jam
~ Tidak banjir
~ Bisa KPR",Bekasi
2021-12-08,108,100,3,2,0,1,Kabupaten Bekasi,SHM,2200.0,Timur,1400000000,https://www.realoka.com/207964-jual-rumah-bagus-siap-huni-cluster-harmoni-harapan-indah-bekasi,"(Harapan Indah) Cluster Harmoni Perumahan Kota Harapan Indah Bekasi, Desa Pusaka Rakyat, Tarumajaya, Kabupaten Bekasi 17214
Harga jual : Rp. 1.400.000.000,- Nego
Sertifikat Hak Milik
Luas tanah: 108 m2; Luas bangunan: 100 m2; Jumlah lantai: 2 Lantai; Kamar tidur: 3 kamar tidur; Kamar mandi: 2 Kamar mandi; Carport: 1 Mobil; Listrik: 2200 watt; Sumber air: PDAM; Bangunan menghadap: Timur
~ Bangunan bagus, rapi dan siap huni
~ Cluster One Gate System, keamanan 24 jam
~ Akses jalan bisa 3 mobil
~ Tidak banjir
~ Bisa KPR",Bekasi
2021-12-08,160,230,4,4,1,0,Kabupaten Bekasi,SHM,5500.0,Selatan,1850000000,https://www.realoka.com/208348-rumah-luas-hadap-taman-cluster-aralia-perumahan-harapan-indah-bekasi,"(Harapan Indah) Cluster Aralia Perumahan Kota Harapan Indah, Desa Pusaka Rakyat, Kecamatan Tarumajaya, Kabupaten Bekasi 17214
Harga jual : Rp. 1.850.000.000,- Nego
Sertifikat Hak Milik
Kamar tidur: 4+1 kamar tidur; Kamar mandi: 4+1 kamar mandi; Garasi: Carport 1 Mobil; Luas tanah: 160 m2 (8x20 meter); Luas bangunan: 230 m2; Jumlah lantai: 2 Lantai; Listrik: 5500 watt; Sumber air: PDAM; Bangunan menghadap: Selatan
~ Kondisi Rumah bagus, rapi dan siap huni
~ Cluster One Gate System keamanan 24 jam
~ Rangka atap baja ringan
~ Rumah hadap taman
~ Jalan depan rumah lebar dan 2 lajur
~ Tidak banjir
~ Bisa KPR",Bekasi
2021-12-08,144,157,3,3,0,1,Kabupaten Bekasi,SHGB,2200.0,Selatan,2100000000,https://www.realoka.com/215784-rumah-cluster-asera-one-south-perumahan-kota-harapan-indah-bekasi,"(Harapan Indah) Cluster Asera One South, Perumahan Kota Harapan Indah, Desa Pusaka Rakyat, Kecamatan Tarumajaya, Kabupaten Bekasi 17214
Harga jual : Rp. 2.100.000.000,- Nego
Sertifikat Hak Guna Bangunan
Luas tanah: 144 m2 (8x18 meter); Luas bangunan: 157 m2; Jumlah lantai: 2 lantai; Kamar tidur: 3+1 kamar Tidur; Kamar mandi: 3+1 kamar tidur; Listrik: 2200 watt; Sumber air: PDAM; Carport: 1 mobil; Bangunan menghadap: Selatan
~ Kondisi Rumah masih tersewa sampai dengan bulan Agustus 2022
~ Lokasi rumah dekat dengan Pos Kemanan dan Club House
~ Asera One South adalah Cluster Premium dengan desain yang mewah, lingkungan yang nyaman dengan di lengkapi : 1. Security 24 jam; 2. Club house di dalam cluster; 3. Fasilitas taman bermain anak; 4. Listrik underground; 5. Canopy
~ Tidak banjir",Bekasi
2021-12-07,336,200,4,3,0,1,Kabupaten Bekasi,SHGB,5500.0,,4200000000,https://www.99.co/id/properti/rumah-cluster-pasadena-deltamas-cikarang-luas-336200-rp-42-milyar-4-1-kt-3-1-km-siap-huni-49671080874,"Harga Rp 4,2 Miliyar ( Nego ); Luas Tanah 336 m; Luas Bangunan 200 m; 4 + 1 Kamar Tidur; 3 + 1 Kamar Mandi; 2 Lantai; Carport; Taman; Listrik 5.500 Watt
Lokasi paling dekat dengan Fasilitas Swimming Pool Cluster
Row Jalan Lebar
Lokasi terletak di Cluster Pasadena, Zona Amerika, Kota Deltamas , Cikarang Pusat , Kabupaten Bekasi.
Cluster Favourite , Instalasi sudah Under Ground ,dan ada Fasilitas Kolam renang Bagi Penghuni Cluster , One Gate System , Keamanan 24 Jam.
Pengembang Sinar Mas Land. Kota Deltamas Merupakan Residential yang mempunyai akses Tol Langsung Jakarta Cikampek KM 37. Bisa juga melalui Kases Tol 34 Cibatu yang melewwati Meikarta.
Sudah di buka akses ke Lippo Cikarang, Meikarta dan Jababeka.
Sudah Ramai Penduduk, Fasilitas sudah ada Perbankan ( Mandiri, BNI, BJB, BCA dll ) , Hotel, Pusat Pemerintahan Kabupaten Bekasi , Tempat Kuliner, Mc Donald .
Cocok untuk Hunian dan Investasi ( disewakan )",Bekasi
2021-12-07,119,170,5,3,0,1,Kabupaten Bekasi,SHM,2200.0,,975000000,https://www.99.co/id/properti/rumah-riviera-deltamas-cikarang-2-lt-luas-119170-rp-975-jt-5-kt-3-km-72957329047,"Rp 975 Jt 2 Lantai Luas Tanah 119 m Luas Bangunan 170 m 5 Kamar Tidur 3 Kamar Mandi Listrik 2.200 Watt Air WTP Kota Deltamas Sertifikat Hak Milik Siap Huni Lokasi di Cluster Riviera, Kota Deltamas, Cikarang Pusat, Kabupaten Bekasi. Satu2nya Cluster yang paling dekat dengan tempat ibadah dan dekat dengan Ruko ruko serta pertokoan yang menjual berbagai makanan, Toko Pakaian, Laundry , Minimarket dan lainnya. Cluster yang paling dekat dengan Sekolah Pangudi Luhur, One Gate System , Keamanan 24 Jam. Pengembang Sinar Mas Land. Kota Deltamas Merupakan Residential yang mempunyai akses Tol Langsung Jakarta Cikampek KM 37. Bisa juga melalui Kases Tol 34 Cibatu yang melewwati Meikarta. Sudah di buka akses ke Lippo Cikarang, Meikarta dan Jababeka. Sudah Ramai Penduduk, Fasilitas sudah ada Perbankan ( Mandiri, BNI, BJB, BCA dll ) , Hotel, Pusat Pemerintahan Kabupaten Bekasi , Tempat Kuliner, Mc Donald .",Bekasi
2021-12-06,102,132,3,2,0,1,Kota Bekasi,SHM,1300.0,,685000000,https://www.rumah123.com/properti/bekasi/hos9290930/,"Rumah Siap Huni Aman dan Nyaman, lingkungan yang sangat asri, lokasi bebas banjir dan strategis, Luas Tanah 102 m, Luas Bangunan 132 m, Kamar Tidur 3, Kamar Mandi 2, Rumah 2 Lantai, Lantai Atas Terdapat 1 kamar Tidur, Ruang Cuci, Ruang Setrika dan Tempat Jemuran, Lantai Bawah Terdapat 2 Kamar Tidur, 2 Kamar Mandi, Ruang Tamu, Ruang Keluarga dan Dapur, Baja Ringan, Tembok Bata Merah, Jalanan Cor Muat 3 Mobil, Sertifikat SHM, Harga 685 Juta ( Nego ), Terima Rumah Indent 8 minggu selesai",Bekasi
2021-12-06,85,68,3,2,1,0,Kota Bekasi,SHM,2200.0,Utara,984000000,https://rumahdijual.com/10030787,"Town house bergaya minimalis modern FREE BIAYA BIAYA di Jatiluhur Jatiasih kota Bekasi, hanya 15 menit dari tol jorr Jatiasih, akses tol lainnya adalah tol jorr Jatiwarna, transportasi Umum lainnya : angkot KC.A (Jatisari - Pondok Gede). Lokasi cluster masih Asri, Nyaman, dan Aman serta Bebas Banjir.",Bekasi
2021-12-06,72,50,2,1,0,1,Kota Bekasi,SHM,1300.0,,475000000,https://rumahdijual.com/11760856,"Dijual Rumah Di Mutiara Gading City Bekasi. LT 72 M2, LB 50 M2, KT 2, KM 1, Carport, Air = Pam, Listrik = 1300, SHM. Harga 475jt
",Bekasi
2021-12-06,60,63,3,2,0,1,Kota Bekasi,SHM,2200.0,,742000000,https://www.rumah123.com/properti/bekasi/hos9293124/,"Rumah 2 Lantai type 63/60 di Jatiasih Kota Bekasi: 3 kt 2 km, Carport, Keunggulan Lokasi: Dekat dengan berbagai fasilitas yang menunjang kebutuhan sehari-hari.
Fasilitas Ibadah: 250 M KE MASJID JAMI AL-BADRIYAH, 650 M MASJID SITI RAWANI, 1,7 KM MASJID BAITURRAHMAN, 4,9 KM MASJID JAMI MIFTAHUL JANNAH, 5 KM MASJID AL FALAH, 6,8 KM MASJID BAITUL JIHAD
Fasilitas Pendidikan: 650 M MADRASAH DINIYAH AL IKHLAS, 650 M SEKOLAH ALAM NATUR ISLAM, 750 M PERGURUAN ISLAM AL-FAJAR, 1 KM SMK TRISAKA, 5,8 KM TKI / SDI AL-AZHAR JATIKRAMAT
Fasilitas Komersil: 1,6 KM PASAR BARU JATIASIH, 3,4 KM SUPERINDO WIBAWA MUKTI, 3,9 KM SUPERINDO JATIKRAMAT, 4 KM PASAR BANTAR GEBANG, 7,9 KM GIANT JATIWARNS
Fasilitas Kesehatan: 1,4 KM RS. KARTIKA HUSADA, 2,7 KM RS. MITRA KELUARGA PRATAMA JATIASIH, 4,1 KM RS BANTAR GEBANG, 4,7 KM RS. KARYA MEDIKA
2,6 KM KE PINTU TOL JATIASIH GATE 2; 7,4 KM KE PINTU TOL JAKASAMPURNA; 8,5 KM KE PINTU TOL BEKASI TIMUR 2; 8,2 KM KE PINTU TOL BEKASI BARAT;10 KM KE STASIUN KRANJI DAN STASIUN BEKASI",Bekasi
2021-12-06,84,168,4,3,0,1,Kota Bekasi,SHGB,1300.0,,925000000,Rumah krem harga murah di Taman Wisma Asri 2 dekat Sumarecon Bekasi - Dijual: Rumah & Apartemen - 849295145 (olx.co.id),"Adanya angkot k09 Babelan ke Terminal Bekasi, dekat sarana Pendidikan Swasta dan Negri, dekat ke Pusat Pemerintahan  Kelurahan Kebalen, Dekat ke Pasar Tradisional Wisma Asri, Mudah ke Stasiun Bekasi dan Terminal Bekasi",Bekasi
2021-12-06,77,60,2,2,0,1,Kota Bekasi,SHM,1300.0,,595000000,Rumah Bagus Full Renov di Harapan Indah Bekasi - Dijual: Rumah & Apartemen - 849293743 (olx.co.id),"Rumah Bagus Full Renov di Harapan Indah Bekasi, Harga jual 595jt nepis",Bekasi
2021-12-06,245,117,3,2,0,0,Kota Bekasi,SHM,2200.0,Timur,2750000000,https://www.rumah123.com/properti/bekasi/hos9115579/,"Rumah 1 lantai Hook, Lokasi yang Strategis dekat dengan mall Grand kamala lagoon, mall MM, GMM, GGP, kuliner, rumah sakit, sekolah, rumah ibadah, minimarket, supermarket, dll Akses jalan yg mudah",Bekasi
2021-12-06,296,200,4,2,0,0,Kota Bekasi,SHM,5500.0,,2300000000,https://www.rumah123.com/properti/bekasi/hos8451187/,"Rumah Hoek dalam cluster Aralia, Rumah hadap timur dan menghadap taman.Bonus AC dan furnish yang nempel ditinggal.",Bekasi
2021-12-06,200,250,4,3,1,1,Kota Bekasi,SHM,2200.0,Selatan,2300000000,https://www.rumah123.com/properti/bekasi/hos9251067/,"rumah mewah dalam cluster eksklusif di harapan indah regency, One gate sistem dg security 24 jam, Bebas banjir, Lokasi terdepan dan strategis dekat dengan clubhouse harapan indah, sentra kuliner, rumah ibadah, rumah sakit, bank , settle busway dan pasar .
",Bekasi
2021-12-06,60,55,2,1,1,1,Kota Bekasi,SHM,1300.0,Barat,600000000,https://www.rumah123.com/properti/bekasi/hos9292226/,"Dijual Rumah Pesona Anggrek Harapan Bekasi Utara, selling point; bebas banjir, dekat Stasiun Bekasi, dekat perumahan Harapan Indah, ada sport ceter di dalam perumahan ",Bekasi
2021-12-06,60,40,2,1,1,1,Kabupaten Bekasi,SHM,1300.0,,385000000,https://www.rumah123.com/properti/bekasi/hos9289267/,"Dijual rumah daerah dekat grand Wisata bekasi siap huni, dekat dengan semua fasilitas kebutuhan sehari-hari dan cocok untuk hunian keluarga.",Bekasi
2021-12-06,94,145,4,2,0,1,Kota Bekasi,SHM,2200.0,Selatan,825000000,https://www.rumah123.com/properti/bekasi/hos9288466/,"Dijual rumah 2 lantai siap huni luas 94m2 type 4KT Harapan Indah Bekasi, AIr : PAM, Hadap : Selatan
",Bekasi
2021-12-06,84,75,2,2,0,0,Kota Bekasi,SHM,2200.0,Selatan,990000000,https://www.rumah123.com/properti/bekasi/hos9287739/,"lokasi strategis, lingkungan aman dan nyaman, akses dekat dengan sarana dan prasarana umum, bangunan bagus dan terawat, siap huni",Bekasi
2021-12-06,66,144,3,2,0,0,Kota Bekasi,SHM,2200.0,,1600000000,https://www.rumah123.com/properti/bekasi/hos9287835/,"AKSES TOL BARAT, 10 MENIT KE RS BELLA, 15 MENIT KE RS MEKARSARI, 15 MENIT KE TRANSMART, 20 MENIT KE MM BEKASI, GIANT, BCP, BANYAK SEKOLAH DARI TK-SMA SWASTA ATAUPUN NEGRI",Bekasi
2021-12-06,88,170,4,2,0,0,Kota Bekasi,SHM,1300.0,,600000000,https://www.rumah123.com/properti/bekasi/hos9286965/,"Perumahan sebelah Rumah Sakit Tiara, 15 menit ke Summarecon Mall Bekasi, 20 menit ke Stasiun Bekasi, 25 menit ke Mall Metropolitan, Mega Bekasi & Bekasi Cyber Park.,  30 menit ke Tol Bekasi Barat",Bekasi
2021-12-06,60,40,2,1,1,1,Kota Bekasi,SHM,1300.0,Timur,375000000,https://www.rumah123.com/properti/bekasi/hos9287125/,"Dekat jalan raya, Dekat fasilitas umum seperti, dekat rumah sakit, dekat sekolah, dekat pasar, dekat restoran, dekat minimarket dan Supermarket",Bekasi
2021-12-06,97,90,3,1,0,1,Kota Bekasi,SHM,2200.0,Utara,825000000,https://www.rumah123.com/properti/bekasi/hos9292153/,"Dijual rumah di Tytian Kencana Kota Bekasi, bebas banjir, row 2 mobil, keamanan 24 jam",Bekasi
2021-12-06,78,140,3,1,0,1,Kota Bekasi,SHGB,1300.0,Selatan,590000000,https://www.rumah123.com/properti/bekasi/hos9291356/,"Fasilitas lengkap dengan adanya sekolah, rumah sakit, pasar, mesjid, minimarket dan kuliner sekitarnya. Akses dekat ke Toll Bekasi Timur, Stasiun Bekasi, transjakarta dan angkutan umum lainnya.",Bekasi
2021-12-06,60,55,2,1,1,0,Kabupaten Bekasi,SHM,900.0,Timur,160000000,https://rumahdijual.com/8986218,"Lokasi sangat strategis, jarak 10 menit'an dari stasiun Kereta Tambun, 15-20 menit ke pintu tol Bekasi, pemukiman padat penduduk sangat cocok untuk buka usaha rumahan seperti warung dan toko dan bebas banjir.",Bekasi
2021-12-06,78,45,2,1,1,0,Kabupaten Bekasi,SHM,1300.0,,500153000,https://rumahdijual.com/11762010,"Lokasi dekat Tol Grand Wisata, dekat pasar, Rumah sakit dan Sekolah. Dapatkan Rumah Nuansa Bali kualitas REAL ESTATE:- Dekat dengan pasar tradisional - Bebas Banjir - Dekat Pusat Pembelanjaan",Bekasi
